date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,1st_dose
02.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
02.19.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,59
02.19.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
02.20.2021,15,1501,JAMBI,KAB. KERINCI,children,1
02.20.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,36
02.20.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
02.21.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,4
02.22.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
02.22.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,54
02.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
02.23.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,10
02.23.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
02.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
02.24.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,10
02.24.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
02.25.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,7
02.25.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
02.26.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
02.27.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
03.01.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,3
03.01.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
03.02.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.02.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,5
03.02.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.02.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.03.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.03.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
03.04.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.04.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,5
03.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.05.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,8
03.05.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.06.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,10
03.06.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,3
03.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
03.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
03.08.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,11
03.08.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,4
03.09.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
03.09.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.09.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
03.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.10.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,20
03.10.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
03.12.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,4
03.13.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.13.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.13.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.15.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
03.15.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.16.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,16
03.16.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
03.16.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.16.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,8
03.16.2021,15,1501,JAMBI,KAB. KERINCI,elderly,2
03.17.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,10
03.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
03.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.17.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.17.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.18.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
03.18.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.19.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,15
03.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,4
03.19.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,3
03.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
03.19.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
03.20.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.20.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.22.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
03.23.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,8
03.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,9
03.23.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,16
03.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
03.24.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
03.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
03.24.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,17
03.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.25.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.25.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
03.26.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
03.27.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.27.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
03.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
03.29.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
03.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.30.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
03.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
03.31.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
03.31.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
03.31.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
03.31.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
04.01.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,6
04.01.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
04.02.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.03.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.04.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.05.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.06.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
04.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
04.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.07.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,3
04.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,34
04.07.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
04.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,33
04.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
04.08.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
04.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,36
04.08.2021,15,1501,JAMBI,KAB. KERINCI,elderly,11
04.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.09.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.09.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
04.09.2021,15,1501,JAMBI,KAB. KERINCI,elderly,7
04.10.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.10.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,4
04.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
04.12.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,31
04.12.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,27
04.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,5
04.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
04.12.2021,15,1501,JAMBI,KAB. KERINCI,elderly,112
04.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.13.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.13.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
04.13.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,10
04.13.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
04.13.2021,15,1501,JAMBI,KAB. KERINCI,public servant,11
04.13.2021,15,1501,JAMBI,KAB. KERINCI,elderly,3
04.14.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
04.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,9
04.14.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,18
04.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,23
04.14.2021,15,1501,JAMBI,KAB. KERINCI,elderly,18
04.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,11
04.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,18
04.15.2021,15,1501,JAMBI,KAB. KERINCI,public servant,22
04.15.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,9
04.15.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
04.15.2021,15,1501,JAMBI,KAB. KERINCI,elderly,12
04.15.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.16.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
04.16.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
04.16.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
04.16.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
04.16.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
04.16.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
04.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.17.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.17.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
04.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,15
04.19.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
04.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
04.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,16
04.19.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,3
04.19.2021,15,1501,JAMBI,KAB. KERINCI,elderly,3
04.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,20
04.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
04.20.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
04.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
04.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
04.20.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,4
04.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,68
04.21.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
04.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,5
04.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
04.21.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,18
04.21.2021,15,1501,JAMBI,KAB. KERINCI,elderly,4
04.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,66
04.22.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,3
04.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,13
04.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,28
04.22.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,41
04.22.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
04.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,42
04.23.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
04.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,15
04.23.2021,15,1501,JAMBI,KAB. KERINCI,public servant,31
04.23.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,19
04.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,33
04.24.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,7
04.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,11
04.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,33
04.26.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.26.2021,15,1501,JAMBI,KAB. KERINCI,public servant,156
04.26.2021,15,1501,JAMBI,KAB. KERINCI,public servant,24
04.26.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
04.26.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,30
04.26.2021,15,1501,JAMBI,KAB. KERINCI,elderly,4
04.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,144
04.27.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,4
04.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,22
04.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,33
04.27.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
04.27.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,52
04.27.2021,15,1501,JAMBI,KAB. KERINCI,elderly,15
04.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
04.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,115
04.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,95
04.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,121
04.28.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,12
04.28.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,60
04.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
04.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
04.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,77
04.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,122
04.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,161
04.29.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,6
04.29.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
04.29.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,66
04.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
04.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
04.30.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,3
04.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,65
04.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,47
04.30.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,12
04.30.2021,15,1501,JAMBI,KAB. KERINCI,elderly,2
05.01.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
05.03.2021,15,1501,JAMBI,KAB. KERINCI,public servant,30
05.03.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.03.2021,15,1501,JAMBI,KAB. KERINCI,public servant,12
05.03.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
05.03.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,7
05.03.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.04.2021,15,1501,JAMBI,KAB. KERINCI,public servant,25
05.04.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
05.04.2021,15,1501,JAMBI,KAB. KERINCI,public servant,74
05.04.2021,15,1501,JAMBI,KAB. KERINCI,public servant,75
05.04.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,29
05.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
05.05.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,12
05.05.2021,15,1501,JAMBI,KAB. KERINCI,public servant,18
05.05.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
05.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
05.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,34
05.06.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
05.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
05.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
05.06.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,9
05.06.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.06.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
05.07.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.07.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.07.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
05.08.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.08.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,3
05.08.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.09.2021,15,1501,JAMBI,KAB. KERINCI,public servant,5
05.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,6
05.10.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
05.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
05.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,12
05.10.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,12
05.10.2021,15,1501,JAMBI,KAB. KERINCI,elderly,5
05.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.10.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
05.11.2021,15,1501,JAMBI,KAB. KERINCI,public servant,11
05.11.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.11.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.11.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.11.2021,15,1501,JAMBI,KAB. KERINCI,elderly,2
05.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.12.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.12.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.13.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.14.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.14.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.14.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
05.17.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,4
05.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,4
05.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
05.17.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,8
05.17.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.17.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.18.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.18.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
05.18.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.18.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
05.18.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
05.18.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
05.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.19.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
05.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.19.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.19.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,4
05.19.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,5
05.20.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,2
05.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
05.20.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.20.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,4
05.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
05.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.21.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.21.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
05.21.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
05.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,4
05.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,2
05.22.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.22.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
05.22.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.23.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,3
05.24.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
05.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.24.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.24.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
05.24.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.25.2021,15,1501,JAMBI,KAB. KERINCI,public servant,4
05.25.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.25.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.25.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.25.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,6
05.25.2021,15,1501,JAMBI,KAB. KERINCI,elderly,1
05.26.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.27.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.28.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.28.2021,15,1501,JAMBI,KAB. KERINCI,public servant,10
05.28.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,2
05.28.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,7
05.29.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
05.29.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
05.30.2021,15,1501,JAMBI,KAB. KERINCI,public servant,8
05.31.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,0
05.31.2021,15,1501,JAMBI,KAB. KERINCI,public servant,12
05.31.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,1
05.31.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
05.31.2021,15,1501,JAMBI,KAB. KERINCI,elderly,0
05.31.2021,15,1501,JAMBI,KAB. KERINCI,public servant,0
06.01.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
06.02.2021,15,1501,JAMBI,KAB. KERINCI,public servant,1
06.02.2021,15,1501,JAMBI,KAB. KERINCI,healthcare worker,1
06.02.2021,15,1501,JAMBI,KAB. KERINCI,public servant,19
06.02.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,0
06.02.2021,15,1501,JAMBI,KAB. KERINCI,general and vulnerable,11
