date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,1st_dose,source
02.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,31,https://vaksin.kemkes.go.id/#/detail_data
02.11.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,9,https://vaksin.kemkes.go.id/#/detail_data
02.11.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
02.11.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,107,https://vaksin.kemkes.go.id/#/detail_data
02.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
02.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,54,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
02.23.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.23.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,17,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,281,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,26,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,22,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,17,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,89,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,24,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,553,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,39,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,74,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,41,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,650,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,27,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,37,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,7,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,25,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,29,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,131,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,23,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,255,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,12,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,57,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,60,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,210,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,33,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,47,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,22,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,245,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,36,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,28,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,20,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,23,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,13,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,16,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,46,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,92,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,411,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,31,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,17,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,15,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,29,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,26,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,293,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,30,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,14,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,11,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,5,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,68,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,19,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,284,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,30,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,20,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,26,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,5,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,7,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,3,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,58,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,25,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,6,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,15,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,elderly,5,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,327,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,29,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,30,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,healthcare worker,9,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,203,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,15,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,34,3401,DI YOGYAKARTA,KAB. KULON PROGO,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
