date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,1st_dose,source
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,49,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,12,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,59,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,154,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,9,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,33,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,22,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,101,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,21,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,36,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,15,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,47,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,18,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,13,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,26,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,7,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,11,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,6,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.21.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,2,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,8,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,7,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,7,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,7,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,13,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,20,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,38,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,36,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,30,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,21,https://vaksin.kemkes.go.id/#/detail_data
03.29.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,8,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,119,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,6,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,20,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.30.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,11,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,90,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,31,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,55,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.31.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,31,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,9,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,87,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,25,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,59,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.01.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,23,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,28,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,74,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,13,https://vaksin.kemkes.go.id/#/detail_data
04.03.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,83,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.05.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,39,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,7,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.06.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,2,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,1,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,20,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,23,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,5,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.07.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,1,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,52,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,5,https://vaksin.kemkes.go.id/#/detail_data
04.08.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,17,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
04.09.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
04.10.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,elderly,15,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,general and vulnerable,10,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
04.12.2021,76,7601,SULAWESI BARAT,KAB. MAJENE,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
