date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,2nd_dose,source
02.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,100,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,75,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,67,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,71,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,61,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,22,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,53,https://vaksin.kemkes.go.id/#/detail_data
02.23.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,32,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,38,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,60,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,17,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,25,https://vaksin.kemkes.go.id/#/detail_data
02.28.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.28.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.28.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,24,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,26,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,32,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,30,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,26,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,13,https://vaksin.kemkes.go.id/#/detail_data
03.07.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,14,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,12,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,7,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,10,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,22,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,28,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,1,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,98,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,42,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,healthcare worker,38,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,19,1901,KEP. BANGKA BELITUNG,KAB. BANGKA,general and vulnerable,104,https://vaksin.kemkes.go.id/#/detail_data
