date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,2nd_dose,source
02.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.11.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.11.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,57,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,64,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,64,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,64,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.20.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,20,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,134,https://vaksin.kemkes.go.id/#/detail_data
02.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
02.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,39,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,6,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,68,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.25.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,20,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
02.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
02.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,11,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.01.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,26,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,5,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.02.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,22,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.03.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,6,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.04.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,24,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,3,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.05.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,10,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.06.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,9,https://vaksin.kemkes.go.id/#/detail_data
03.07.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,9,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.08.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,25,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,7,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.09.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,7,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,9,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.10.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,13,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.11.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.12.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.13.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.14.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.15.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,11,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.16.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,6,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,65,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,23,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,4,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.17.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,3,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.18.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,9,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.19.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,15,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,1,https://vaksin.kemkes.go.id/#/detail_data
03.20.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,5,https://vaksin.kemkes.go.id/#/detail_data
03.21.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,4,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,65,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,51,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,8,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,5,https://vaksin.kemkes.go.id/#/detail_data
03.22.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,20,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,35,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,29,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,2,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,17,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.23.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,11,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,elderly,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,69,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,2,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,54,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,3,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.24.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,9,https://vaksin.kemkes.go.id/#/detail_data
03.25.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,4,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,56,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,32,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.26.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,healthcare worker,0,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,general and vulnerable,75,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,13,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,1,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,0,https://vaksin.kemkes.go.id/#/detail_data
03.27.2021,91,9101,PAPUA BARAT,KAB. FAK FAK,public servant,27,https://vaksin.kemkes.go.id/#/detail_data
