date,admin1_bps_code,admin2_bps_code,admin1_bps,admin2_bps,batch,3rd_dose
04.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
04.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
04.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,1
04.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.12.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
04.14.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.19.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.19.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.20.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,1
04.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
04.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.10.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.10.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.10.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.10.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.10.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.18.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.18.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.18.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.18.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.18.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.20.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.20.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.20.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.21.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.21.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.21.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.21.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.21.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.22.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.24.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.24.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.24.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.24.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.24.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.27.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.28.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
05.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
05.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.29.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.30.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.30.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.31.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.31.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.31.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
05.31.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
05.31.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
06.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.01.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.02.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.03.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.04.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
06.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.05.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.06.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.07.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.08.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,elderly,0
06.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
06.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,healthcare worker,0
06.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,general and vulnerable,0
06.09.2021,74,7401,SULAWESI TENGGARA,KAB. BUTON,public servant,0
